municipio_id,stat_date,type_establecimiento,count,seats
716,"Sat, 01 Jan 2011 00:00:00",Hotel,1,10
718,"Sat, 01 Jan 2011 00:00:00",TurismoRural,2,20
723,"Sat, 01 Jan 2011 00:00:00",Camping,1,104
723,"Sat, 01 Jan 2011 00:00:00",TurismoRural,3,25
724,"Sat, 01 Jan 2011 00:00:00",TurismoRural,4,32
724,"Sat, 01 Jan 2011 00:00:00",Apartamento,1,20
727,"Sat, 01 Jan 2011 00:00:00",Hotel,111,10874
727,"Sat, 01 Jan 2011 00:00:00",Camping,1,700
727,"Sat, 01 Jan 2011 00:00:00",Apartamento,14,465
729,"Sat, 01 Jan 2011 00:00:00",Hotel,8,138
729,"Sat, 01 Jan 2011 00:00:00",TurismoRural,1,9
730,"Sat, 01 Jan 2011 00:00:00",Hotel,1,57
